"exp","condition","SPE","targetSP","ID","fixationReject","button","ring","whichStreamCuedAngle"
"main","2",2,8,"18TM5",FALSE,0,2,120
"main","2",1,8,"18TM5",TRUE,0,0,0
"main","2",0,8,"18TM5",FALSE,0,0,180
"main","2",-2,9,"18TM5",FALSE,0,0,240
"main","2",0,9,"18TM5",FALSE,0,0,0
"main","2",1,7,"18TM5",FALSE,0,1,330
"main","6",1,7,"18TM5",TRUE,0,1,210
"main","18",5,7,"18TM5",FALSE,0,2,240
"main","6",2,6,"18TM5",TRUE,0,2,60
"main","18",1,10,"18TM5",FALSE,0,1,150
"main","2",0,10,"18TM5",TRUE,0,0,180
"main","6",0,6,"18TM5",FALSE,0,0,120
"main","2",3,6,"18TM5",FALSE,0,2,300
"main","2",1,6,"18TM5",TRUE,0,0,240
"main","6",0,9,"18TM5",FALSE,0,0,180
"main","18",1,9,"18TM5",FALSE,0,2,0
"main","18",6,9,"18TM5",FALSE,0,1,210
"main","6",12,6,"18TM5",FALSE,0,2,240
"main","18",2,10,"18TM5",TRUE,0,0,240
"main","18",2,7,"18TM5",FALSE,0,2,0
"main","6",1,8,"18TM5",FALSE,0,1,150
"main","6",0,10,"18TM5",FALSE,0,0,0
"main","18",2,10,"18TM5",FALSE,0,2,300
"main","18",1,6,"18TM5",FALSE,0,1,210
"main","2",2,6,"18TM5",FALSE,0,2,0
"main","2",0,8,"18TM5",FALSE,0,2,0
"main","18",1,8,"18TM5",FALSE,0,1,210
"main","2",1,7,"18TM5",FALSE,0,2,120
"main","18",0,8,"18TM5",FALSE,0,0,60
"main","6",1,9,"18TM5",FALSE,0,1,270
"main","2",0,10,"18TM5",FALSE,0,1,90
"main","2",1,6,"18TM5",TRUE,0,0,60
"main","18",1,9,"18TM5",TRUE,0,2,240
"main","6",3,7,"18TM5",FALSE,0,2,180
"main","18",12,6,"18TM5",FALSE,0,2,60
"main","18",2,7,"18TM5",FALSE,0,0,60
"main","6",0,7,"18TM5",FALSE,0,0,240
"main","2",0,8,"18TM5",FALSE,0,1,150
"main","18",0,6,"18TM5",TRUE,0,0,0
"main","18",5,6,"18TM5",FALSE,0,1,90
"main","2",0,8,"18TM5",FALSE,0,2,240
"main","18",0,8,"18TM5",FALSE,0,1,90
"main","18",0,8,"18TM5",TRUE,0,1,30
"main","18",1,9,"18TM5",TRUE,0,2,120
"main","2",-8,9,"18TM5",FALSE,0,1,30
"main","6",1,6,"18TM5",FALSE,0,1,30
"main","18",1,7,"18TM5",FALSE,0,1,270
"main","6",1,10,"18TM5",FALSE,0,1,30
"main","6",1,7,"18TM5",FALSE,0,0,0
"main","18",2,6,"18TM5",FALSE,0,2,120
"main","6",1,8,"18TM5",TRUE,0,1,30
"main","18",1,8,"18TM5",FALSE,0,1,150
"main","6",0,10,"18TM5",FALSE,0,0,240
"main","6",-2,9,"18TM5",FALSE,0,1,90
"main","18",0,8,"18TM5",FALSE,0,0,240
"main","2",2,7,"18TM5",FALSE,0,2,60
"main","6",-1,6,"18TM5",FALSE,0,1,270
"main","6",0,9,"18TM5",FALSE,0,2,0
"main","6",1,8,"18TM5",FALSE,0,2,240
"main","18",1,6,"18TR1",FALSE,0,1,330
"main","18",-2,9,"18TR1",FALSE,0,2,240
"main","2",-1,10,"18TR1",FALSE,0,1,30
"main","18",1,9,"18TR1",FALSE,0,1,270
"main","2",1,10,"18TR1",FALSE,0,2,180
"main","2",-1,6,"18TR1",FALSE,0,1,90
"main","18",1,6,"18TR1",FALSE,0,0,180
"main","6",-6,7,"18TR1",FALSE,0,0,300
"main","6",1,9,"18TR1",FALSE,0,0,180
"main","2",1,8,"18TR1",FALSE,0,1,30
"main","18",1,9,"18TR1",FALSE,0,0,180
"main","18",5,10,"18TR1",FALSE,0,1,150
"main","6",2,9,"18TR1",FALSE,0,1,330
"main","6",1,6,"18TR1",FALSE,0,2,0
"main","6",0,7,"18TR1",FALSE,0,2,240
"main","18",4,10,"18TR1",FALSE,0,2,240
"main","6",0,9,"18TR1",FALSE,0,2,0
"main","18",1,8,"18TR1",FALSE,0,0,0
"main","2",1,9,"18TR1",FALSE,0,2,180
"main","18",1,10,"18TR1",FALSE,0,1,210
"main","6",3,6,"18TR1",FALSE,0,2,180
"main","6",1,10,"18TR1",FALSE,0,1,210
"main","6",13,7,"18TR1",FALSE,0,2,60
"main","2",1,8,"18TR1",FALSE,0,1,150
"main","18",1,9,"18TR1",FALSE,0,2,0
"main","6",1,9,"18TR1",FALSE,0,0,0
"main","18",2,9,"18TR1",FALSE,0,0,240
"main","2",0,7,"18TR1",FALSE,0,1,330
"main","18",-3,7,"18TR1",FALSE,0,1,90
"main","2",-6,9,"18TR1",FALSE,0,0,60
"main","2",1,9,"18TR1",FALSE,0,0,120
"main","6",-4,6,"18TR1",FALSE,0,1,210
"main","18",2,9,"18TR1",FALSE,0,1,210
"main","2",-3,9,"18TR1",FALSE,0,2,120
"main","18",-1,10,"18TR1",FALSE,0,2,180
"main","2",-1,6,"18TR1",FALSE,0,2,240
"main","6",0,10,"18TR1",FALSE,0,0,240
"main","18",1,10,"18TR1",FALSE,0,2,300
"main","18",6,6,"18TR1",FALSE,0,2,120
"main","18",1,7,"18TR1",FALSE,0,2,300
"main","18",2,6,"18TR1",FALSE,0,1,270
"main","6",-5,7,"18TR1",FALSE,0,2,120
"main","6",1,6,"18TR1",FALSE,0,0,0
"main","18",0,10,"18TR1",FALSE,0,2,120
"main","18",1,6,"18TR1",FALSE,0,0,0
"main","6",1,10,"18TR1",FALSE,0,1,270
"main","18",14,6,"18TR1",FALSE,0,2,240
"main","2",-1,9,"18TR1",FALSE,0,0,0
"main","18",13,7,"18TR1",FALSE,0,2,60
"main","2",-4,7,"18TR1",FALSE,0,2,60
"main","18",0,9,"18TR1",FALSE,0,0,300
"main","6",1,9,"18TR1",FALSE,0,0,60
"main","2",-1,8,"18TR1",FALSE,0,0,300
"main","18",1,10,"18TR1",FALSE,0,1,330
"main","2",-1,9,"18TR1",FALSE,0,1,30
"main","6",0,10,"18TR1",FALSE,0,2,300
"main","2",1,6,"18TR1",FALSE,0,0,180
"main","2",-1,8,"18TR1",FALSE,0,1,270
"main","18",0,7,"18TR1",FALSE,0,1,330
"main","2",6,6,"18TR1",FALSE,0,0,240
"main","18",1,9,"18TR1",FALSE,0,1,150
"main","18",0,7,"18TR1",FALSE,0,1,30
"main","6",10,6,"18TR1",FALSE,0,2,300
"main","6",1,8,"18TR1",FALSE,0,2,180
"main","2",-1,10,"18TR1",FALSE,0,2,300
"main","18",-5,10,"18TR1",FALSE,0,0,240
"main","18",5,8,"18TR1",FALSE,0,1,270
"main","18",16,7,"18TR1",FALSE,0,0,240
"main","2",-2,6,"18TR1",FALSE,0,2,0
"main","2",-1,8,"18TR1",FALSE,0,0,240
"main","18",2,9,"18TR1",FALSE,0,2,60
"main","6",1,9,"18TR1",FALSE,0,2,300
"main","18",-2,7,"18TR1",FALSE,0,0,120
"main","2",0,7,"18TR1",FALSE,0,2,120
"main","6",0,8,"18TR1",FALSE,0,1,330
"main","6",1,6,"18TR1",FALSE,0,1,270
"main","6",9,8,"18TR1",FALSE,0,0,60
"main","6",-3,8,"18TR1",FALSE,0,1,90
"main","2",-6,9,"18TR1",FALSE,0,1,330
"main","2",1,9,"18TR1",FALSE,0,0,240
"main","18",1,10,"18TR1",FALSE,0,0,180
"main","18",15,7,"18TR1",FALSE,0,0,180
"main","18",-5,10,"18TR1",FALSE,0,1,30
"main","18",0,9,"18TR1",FALSE,0,1,30
"main","18",2,10,"18TR1",FALSE,0,2,0
"main","18",1,8,"18TR1",FALSE,0,2,180
"main","18",16,7,"18TR1",FALSE,0,1,270
"main","6",1,7,"18TR1",FALSE,0,0,120
"main","2",-1,10,"18TR1",FALSE,0,1,330
"main","2",-2,8,"18TR1",FALSE,0,2,120
"main","18",4,6,"18TR1",FALSE,0,1,30
"main","2",-1,6,"18TR1",FALSE,0,0,0
"main","18",1,7,"18TR1",FALSE,0,0,300
"main","2",10,10,"18TR1",FALSE,0,1,150
"main","18",1,7,"18TR1",FALSE,0,2,0
"main","18",1,8,"18TR1",FALSE,0,0,60
"main","2",1,7,"18TR1",FALSE,0,0,120
"main","6",1,6,"18TR1",FALSE,0,0,240
"main","18",1,6,"18TR1",FALSE,0,1,210
"main","2",1,8,"18TR1",FALSE,0,2,0
"main","18",-1,9,"18TR1",FALSE,0,2,300
"main","6",9,7,"18TR1",FALSE,0,2,300
"main","6",1,6,"18TR1",FALSE,0,0,60
"main","6",1,9,"18TR1",FALSE,0,2,180
"main","6",10,9,"18TR1",FALSE,0,1,210
"main","2",9,8,"18TR1",FALSE,0,2,300
"main","2",-1,10,"18TR1",FALSE,0,1,270
"main","2",1,10,"18TR1",FALSE,0,1,210
"main","2",0,8,"18TR1",FALSE,0,0,60
"main","6",1,6,"18TR1",FALSE,0,1,150
"main","6",12,9,"18TR1",FALSE,0,2,240
"main","2",-3,8,"18TR1",FALSE,0,2,240
"main","18",-1,10,"18TR1",FALSE,0,1,90
"main","18",1,8,"18TR1",FALSE,0,1,210
"main","6",-3,9,"18TR1",FALSE,0,2,60
"main","18",2,7,"18TR1",FALSE,0,0,60
"main","2",16,7,"18TR1",FALSE,0,2,240
"main","18",-8,8,"18TR1",FALSE,0,1,330
"main","6",3,7,"18TR1",FALSE,0,1,270
"main","6",1,8,"18TR1",FALSE,0,1,150
"main","2",1,8,"18TR1",FALSE,0,1,330
"main","2",9,6,"18TR1",FALSE,0,2,180
"main","6",0,8,"18TR1",FALSE,0,0,300
"main","2",1,7,"18TR1",FALSE,0,2,180
"main","18",9,8,"18TR1",FALSE,0,2,120
"main","2",11,6,"18TR1",FALSE,0,2,300
"main","6",6,9,"18TR1",FALSE,0,1,90
"main","6",3,9,"18TR1",FALSE,0,0,300
"main","6",1,10,"18TR1",FALSE,0,0,120
"main","18",1,10,"18TR1",FALSE,0,0,60
"main","6",0,9,"18TR1",FALSE,0,0,120
"main","6",2,9,"18TR1",FALSE,0,1,30
"main","18",0,7,"18TR1",FALSE,0,1,210
"main","18",1,8,"18TR1",FALSE,0,0,300
"main","18",1,6,"18TR1",FALSE,0,2,0
"main","2",1,9,"18TR1",FALSE,0,2,240
"main","6",2,8,"18TR1",FALSE,0,1,210
"main","2",2,7,"18TR1",FALSE,0,0,180
"main","6",11,9,"18TR1",FALSE,0,2,120
"main","18",-4,9,"18TR1",FALSE,0,0,120
"main","2",-4,10,"18TR1",FALSE,0,2,240
"main","6",0,10,"18TR1",FALSE,0,1,90
"main","6",-2,6,"18TR1",FALSE,0,2,60
"main","6",1,7,"18TR1",FALSE,0,1,30
"main","6",1,6,"18TR1",FALSE,0,1,330
"main","6",1,7,"18TR1",FALSE,0,0,60
"main","18",1,10,"18TR1",FALSE,0,0,120
"main","2",0,6,"18TR1",FALSE,0,2,60
"main","2",-2,10,"18TR1",FALSE,0,0,60
"main","18",1,6,"18TR1",FALSE,0,0,240
"main","6",1,8,"18TR1",FALSE,0,0,120
"main","6",0,8,"18TR1",FALSE,0,2,0
"main","6",1,7,"18TR1",FALSE,0,0,180
"main","6",17,6,"18TR1",FALSE,0,1,90
"main","2",1,10,"18TR1",FALSE,0,0,300
"main","6",1,10,"18TR1",FALSE,0,2,0
"main","18",1,6,"18TR1",FALSE,0,0,60
"main","2",-7,10,"18TR1",FALSE,0,2,0
"main","2",2,10,"18TR1",FALSE,0,2,120
"main","2",0,9,"18TR1",FALSE,0,1,210
"main","6",0,8,"18TR1",FALSE,0,1,30
"main","2",1,6,"18TR1",FALSE,0,1,210
"main","2",3,10,"18TR1",FALSE,0,1,90
"main","2",1,10,"18TR1",FALSE,0,2,60
"main","2",-2,10,"18TR1",FALSE,0,0,180
"main","6",1,10,"18TR1",FALSE,0,0,300
"main","6",-8,8,"18TR1",FALSE,0,2,300
"main","2",-1,9,"18TR1",FALSE,0,2,60
"main","18",-2,9,"18TR1",FALSE,0,0,60
"main","6",0,7,"18TR1",FALSE,0,2,180
"main","18",0,7,"18TR1",FALSE,0,2,120
"main","6",-1,7,"18TR1",FALSE,0,1,330
"main","2",1,10,"18TR1",FALSE,0,0,0
"main","2",0,6,"18TR1",FALSE,0,1,330
"main","18",1,8,"18TR1",FALSE,0,2,300
"main","6",0,6,"18TR1",FALSE,0,1,30
"main","18",2,6,"18TR1",FALSE,0,2,300
"main","18",1,7,"18TR1",FALSE,0,0,0
"main","2",1,7,"18TR1",FALSE,0,1,150
"main","6",-1,10,"18TR1",FALSE,0,1,150
"main","2",-1,9,"18TR1",FALSE,0,1,90
"main","6",1,8,"18TR1",FALSE,0,0,180
"main","2",2,7,"18TR1",FALSE,0,1,30
"main","6",4,8,"18TR1",FALSE,0,2,240
"main","6",-6,10,"18TR1",FALSE,0,2,240
"main","6",15,6,"18TR1",FALSE,0,2,120
"main","2",1,7,"18TR1",FALSE,0,0,300
"main","18",1,9,"18TR1",FALSE,0,0,0
"main","6",1,7,"18TR1",FALSE,0,1,150
"main","18",1,10,"18TR1",FALSE,0,0,300
"main","2",-3,9,"18TR1",FALSE,0,2,300
"main","6",5,8,"18TR1",FALSE,0,1,270
"main","2",-2,9,"18TR1",FALSE,0,2,0
"main","18",2,7,"18TR1",FALSE,0,1,150
"main","2",0,9,"18TR1",FALSE,0,1,270
"main","18",0,10,"18TR1",FALSE,0,0,0
"main","6",1,7,"18TR1",FALSE,0,0,240
"main","18",1,9,"18TR1",FALSE,0,2,120
"main","6",15,7,"18TR1",FALSE,0,1,210
"main","18",1,10,"18TR1",FALSE,0,1,270
"main","2",1,6,"18TR1",FALSE,0,0,60
"main","18",1,6,"18TR1",FALSE,0,0,120
"main","18",1,10,"18TR1",FALSE,0,2,60
"main","2",0,6,"18TR1",FALSE,0,0,300
"main","6",0,10,"18TR1",FALSE,0,1,30
"main","6",0,6,"18TR1",FALSE,0,0,300
"main","18",1,8,"18TR1",FALSE,0,0,120
"main","18",6,9,"18TR1",FALSE,0,2,180
"main","6",-1,10,"18TR1",FALSE,0,1,330
"main","18",2,8,"18TR1",FALSE,0,2,240
"main","18",1,6,"18TR1",FALSE,0,1,150
"main","6",1,9,"18TR1",FALSE,0,0,240
"main","18",1,7,"18TR1",FALSE,0,2,180
"main","6",0,8,"18TR1",FALSE,0,2,60
"main","18",0,8,"18TR1",FALSE,0,2,0
"main","2",-2,9,"18TR1",FALSE,0,1,150
"main","2",3,6,"18TR1",FALSE,0,1,150
"main","2",-2,8,"18TR1",FALSE,0,1,210
"main","2",-1,7,"18TR1",FALSE,0,1,210
"main","18",1,6,"18TR1",FALSE,0,0,300
"main","2",0,8,"18TR1",FALSE,0,0,180
"main","6",0,10,"18TR1",FALSE,0,2,60
"main","2",0,8,"18TR1",FALSE,0,2,60
"main","2",0,8,"18TR1",FALSE,0,0,0
"main","6",1,9,"18TR1",FALSE,0,1,270
"main","6",0,7,"18TR1",FALSE,0,0,0
"main","2",0,10,"18TR1",FALSE,0,0,240
"main","2",-3,7,"18TR1",FALSE,0,2,0
"main","2",0,8,"18TR1",FALSE,0,0,120
"main","2",4,6,"18TR1",FALSE,0,1,30
"main","2",-6,7,"18TR1",FALSE,0,2,300
"main","18",1,8,"18TR1",FALSE,0,0,180
"main","18",1,9,"18TR1",FALSE,0,1,90
"main","2",0,7,"18TR1",FALSE,0,0,60
"main","2",1,8,"18TR1",FALSE,0,1,90
"main","18",1,6,"18TR1",FALSE,0,1,90
"main","2",-2,6,"18TR1",FALSE,0,2,120
"main","6",0,8,"18TR1",FALSE,0,0,240
"main","2",1,7,"18TR1",FALSE,0,1,270
"main","2",-2,7,"18TR1",FALSE,0,0,240
"main","2",1,9,"18TR1",FALSE,0,0,180
"main","2",-3,6,"18TR1",FALSE,0,1,270
"main","6",1,10,"18TR1",FALSE,0,0,180
"main","6",8,10,"18TR1",FALSE,0,0,0
"main","2",-5,8,"18TR1",FALSE,0,2,180
"main","18",2,8,"18TR1",FALSE,0,1,150
"main","18",1,6,"18TR1",FALSE,0,2,60
"main","18",1,8,"18TR1",FALSE,0,1,30
"main","18",1,6,"18TR1",FALSE,0,2,180
"main","18",1,8,"18TR1",FALSE,0,1,90
"main","6",1,10,"18TR1",FALSE,0,2,0
"main","18",1,10,"18TR1",FALSE,0,1,150
"main","2",-1,6,"18TR1",FALSE,0,1,150
"main","18",0,7,"18TR1",FALSE,0,2,120
"main","18",1,7,"18TR1",FALSE,0,0,180
"main","18",-10,10,"18TR1",FALSE,0,1,330
"main","18",1,9,"18TR1",FALSE,0,1,330
"main","6",1,6,"18TR1",FALSE,0,1,270
"main","18",1,9,"18TR1",FALSE,0,2,240
"main","18",1,9,"18TR1",FALSE,0,2,300
"main","2",0,6,"18TR1",FALSE,0,2,180
"main","2",0,7,"18TR1",FALSE,0,1,330
"main","18",0,7,"18TR1",FALSE,0,0,300
"main","18",2,10,"18TR1",FALSE,0,2,60
"main","2",0,8,"18TR1",FALSE,0,1,30
"main","2",-4,9,"18TR1",FALSE,0,1,30
"main","18",1,8,"18TR1",FALSE,0,0,180
"main","6",-1,7,"18TR1",FALSE,0,2,300
"main","18",0,6,"18TR1",FALSE,0,0,240
"main","2",-1,9,"18TR1",FALSE,0,0,60
"main","6",9,10,"18TR1",FALSE,0,2,120
"main","6",0,7,"18TR1",FALSE,0,0,120
"main","6",0,8,"18TR1",FALSE,0,0,0
"main","18",1,7,"18TR1",FALSE,0,2,60
"main","2",0,9,"18TR1",FALSE,0,1,270
"main","18",0,7,"18TR1",FALSE,0,0,240
"main","6",11,9,"18TR1",FALSE,0,1,330
"main","18",1,10,"18TR1",FALSE,0,0,240
"main","18",0,10,"18TR1",FALSE,0,2,300
"main","6",-1,7,"18TR1",FALSE,0,2,180
"main","6",-5,7,"18TR1",FALSE,0,2,120
"main","2",2,9,"18TR1",FALSE,0,1,90
"main","2",0,10,"18TR1",FALSE,0,1,90
"main","18",1,6,"18TR1",FALSE,0,0,60
"main","2",1,7,"18TR1",FALSE,0,2,0
"main","18",2,9,"18TR1",FALSE,0,2,60
"main","2",1,7,"18TR1",FALSE,0,0,0
"main","18",1,10,"18TR1",FALSE,0,0,60
"main","18",6,8,"18TR1",FALSE,0,1,90
"main","6",1,9,"18TR1",FALSE,0,2,0
"main","18",1,6,"18TR1",FALSE,0,2,120
"main","2",-3,10,"18TR1",FALSE,0,2,0
"main","2",1,8,"18TR1",FALSE,0,0,180
"main","18",1,10,"18TR1",FALSE,0,1,210
"main","18",3,6,"18TR1",FALSE,0,0,180
"main","6",2,9,"18TR1",FALSE,0,1,90
"main","18",1,8,"18TR1",FALSE,0,0,300
"main","2",0,8,"18TR1",FALSE,0,2,180
"main","18",2,10,"18TR1",FALSE,0,0,120
"main","18",14,7,"18TR1",FALSE,0,0,60
"main","18",0,10,"18TR1",FALSE,0,2,240
"main","6",5,10,"18TR1",FALSE,0,2,60
"main","18",12,7,"18TR1",FALSE,0,1,210
"main","18",1,7,"18TR1",FALSE,0,2,240
"main","6",0,6,"18TR1",FALSE,0,2,240
"main","2",1,6,"18TR1",FALSE,0,0,0
"main","18",-1,8,"18TR1",FALSE,0,2,300
"main","6",1,9,"18TR1",FALSE,0,0,240
"main","2",-1,8,"18TR1",FALSE,0,2,300
"main","2",1,8,"18TR1",FALSE,0,1,90
"main","18",1,8,"18TR1",FALSE,0,0,120
"main","2",-2,6,"18TR1",FALSE,0,2,120
"main","18",1,7,"18TR1",FALSE,0,1,30
"main","18",1,8,"18TR1",FALSE,0,2,240
"main","6",1,10,"18TR1",FALSE,0,1,30
"main","2",-2,6,"18TR1",FALSE,0,0,240
"main","2",1,10,"18TR1",FALSE,0,2,60
"main","18",1,6,"18TR1",FALSE,0,1,270
"main","6",1,6,"18TR1",FALSE,0,1,30
"main","6",1,7,"18TR1",FALSE,0,2,0
"main","6",0,9,"18TR1",FALSE,0,1,30
"main","6",1,8,"18TR1",FALSE,0,1,210
"main","6",-1,7,"18TR1",FALSE,0,0,300
"main","2",1,10,"18TR1",FALSE,0,0,240
"main","18",1,7,"18TR1",FALSE,0,0,0
"main","6",-2,10,"18TR1",FALSE,0,2,180
"main","18",0,9,"18TR1",FALSE,0,1,30
"main","2",-4,9,"18TR1",FALSE,0,2,300
"main","6",1,6,"18TR1",FALSE,0,0,300
"main","18",1,9,"18TR1",FALSE,0,0,60
"main","6",1,9,"18TR1",FALSE,0,0,180
"main","18",1,9,"18TR1",FALSE,0,2,0
"main","18",1,6,"18TR1",FALSE,0,1,330
"main","6",1,10,"18TR1",FALSE,0,0,60
"main","2",1,6,"18TR1",FALSE,0,0,60
"main","2",-1,10,"18TR1",FALSE,0,0,300
"main","2",-4,7,"18TR1",FALSE,0,2,120
"main","18",-2,7,"18TR1",FALSE,0,2,180
"main","2",-2,10,"18TR1",FALSE,0,2,240
"main","6",8,8,"18TR1",FALSE,0,1,30
"main","2",2,6,"18TR1",FALSE,0,2,60
"main","2",-2,6,"18TR1",FALSE,0,1,210
"main","6",0,9,"18TR1",FALSE,0,0,120
"main","2",0,10,"18TR1",FALSE,0,0,0
"main","2",1,8,"18TR1",FALSE,0,1,150
"main","6",0,6,"18TR1",FALSE,0,0,120
"main","18",0,8,"18TR1",FALSE,0,1,270
"main","6",8,7,"18TR1",FALSE,0,1,90
"main","18",7,6,"18TR1",FALSE,0,0,120
"main","18",1,7,"18TR1",FALSE,0,1,150
"main","18",-1,6,"18TR1",FALSE,0,2,240
"main","18",1,10,"18TR1",FALSE,0,0,300
"main","6",0,8,"18TR1",FALSE,0,1,90
"main","2",1,10,"18TR1",FALSE,0,2,120
"main","2",0,6,"18TR1",FALSE,0,1,330
"main","6",1,6,"18TR1",FALSE,0,2,300
"main","18",1,6,"18TR1",FALSE,0,1,210
"main","18",1,9,"18TR1",FALSE,0,0,180
"main","18",5,9,"18TR1",FALSE,0,2,120
"main","2",1,7,"18TR1",FALSE,0,0,180
"main","18",6,9,"18TR1",FALSE,0,0,120
"main","18",1,9,"18TR1",FALSE,0,2,180
"main","6",1,6,"18TR1",FALSE,0,0,60
"main","18",1,9,"18TR1",FALSE,0,1,150
"main","2",-1,7,"18TR1",FALSE,0,2,300
"main","2",9,7,"18TR1",FALSE,0,1,90
"main","2",2,6,"18TR1",FALSE,0,1,30
"main","18",11,8,"18TR1",FALSE,0,2,180
"main","6",1,10,"18WN",FALSE,0,0,300
"main","6",0,10,"18WN",FALSE,0,2,0
"main","2",-1,10,"18WN",FALSE,0,1,30
"main","2",-1,7,"18WN",FALSE,0,2,120
"main","2",0,7,"18WN",FALSE,0,0,60
"main","18",2,9,"18WN",FALSE,0,2,60
"main","6",-3,9,"18WN",FALSE,0,0,60
"main","18",0,6,"18WN",TRUE,0,0,180
"main","6",-3,10,"18WN",FALSE,0,2,60
"main","6",0,6,"18WN",FALSE,0,0,120
"main","6",2,6,"18WN",FALSE,0,2,60
"main","18",1,6,"18WN",FALSE,0,0,300
"main","6",1,6,"18WN",FALSE,0,0,0
"main","18",1,9,"18WN",FALSE,0,0,300
"main","6",0,8,"18WN",FALSE,0,0,300
"main","2",0,9,"18WN",FALSE,0,0,0
"main","18",2,7,"18WN",FALSE,0,1,30
"main","6",1,10,"18WN",TRUE,0,0,180
"main","6",1,7,"18WN",FALSE,0,0,0
"main","2",0,10,"18WN",FALSE,0,0,300
"main","2",-1,9,"18WN",FALSE,0,2,180
"main","2",-2,8,"18WN",FALSE,0,1,330
"main","6",10,6,"18WN",FALSE,0,1,270
"main","18",2,7,"18WN",FALSE,0,2,240
"main","18",2,7,"18WN",FALSE,0,0,300
"main","6",2,8,"18WN",FALSE,0,1,330
"main","2",0,9,"18WN",FALSE,0,1,270
"main","2",-1,8,"18WN",FALSE,0,2,60
"main","6",1,8,"18WN",FALSE,0,0,240
"main","2",1,7,"18WN",FALSE,0,0,0
"main","2",0,6,"18WN",FALSE,0,1,30
"main","2",-1,7,"18WN",TRUE,0,0,180
"main","6",1,9,"18WN",TRUE,0,1,210
"main","2",-5,6,"18WN",FALSE,0,2,240
"main","6",1,10,"18WN",FALSE,0,1,270
"main","18",1,10,"18WN",FALSE,0,2,240
"main","2",0,8,"18WN",FALSE,0,0,240
"main","18",3,9,"18WN",FALSE,0,1,270
"main","6",1,10,"18WN",FALSE,0,1,30
"main","6",0,6,"18WN",FALSE,0,1,330
"main","6",2,7,"18WN",FALSE,0,1,90
"main","2",0,10,"18WN",FALSE,0,1,210
"main","18",0,6,"18WN",FALSE,0,1,150
"main","18",1,10,"18WN",TRUE,0,1,30
"main","18",1,6,"18WN",FALSE,0,2,0
"main","2",1,6,"18WN",FALSE,0,2,0
"main","6",2,7,"18WN",FALSE,0,2,300
"main","6",1,8,"18WN",FALSE,0,2,0
"main","6",-3,8,"18WN",FALSE,0,2,300
"main","2",-2,8,"18WN",FALSE,0,2,300
"main","2",-5,6,"18WN",FALSE,0,1,210
"main","2",-1,10,"18WN",FALSE,0,1,330
"main","6",1,9,"18WN",FALSE,0,0,120
"main","6",9,7,"18WN",FALSE,0,2,180
"main","6",0,7,"18WN",FALSE,0,1,210
"main","2",1,7,"18WN",FALSE,0,2,0
"main","6",0,7,"18WN",FALSE,0,0,120
"main","6",1,9,"18WN",FALSE,0,0,0
"main","2",1,8,"18WN",FALSE,0,1,90
"main","18",1,9,"18WN",FALSE,0,1,330
"main","2",0,8,"18WN",FALSE,0,0,300
"main","6",0,9,"18WN",FALSE,0,1,150
"main","18",1,7,"18WN",FALSE,0,0,120
"main","6",3,7,"18WN",FALSE,0,2,240
"main","18",2,8,"18WN",FALSE,0,2,180
"main","2",1,7,"18WN",TRUE,0,1,90
"main","18",12,7,"18WN",FALSE,0,2,300
"main","18",0,10,"18WN",TRUE,0,1,150
"main","2",0,9,"18WN",FALSE,0,0,60
"main","18",0,10,"18WN",FALSE,0,0,60
"main","6",1,10,"18WN",FALSE,0,1,90
"main","2",-1,6,"18WN",FALSE,0,1,330
"main","2",1,6,"18WN",FALSE,0,0,120
"main","2",1,8,"18WN",FALSE,0,1,270
"main","2",-1,10,"18WN",FALSE,0,0,60
"main","2",-6,8,"18WN",FALSE,0,2,180
"main","6",2,9,"18WN",FALSE,0,1,270
"main","18",-2,9,"18WN",FALSE,0,2,300
"main","6",13,8,"18WN",FALSE,0,2,60
"main","18",0,7,"18WN",FALSE,0,1,330
"main","18",0,7,"18WN",FALSE,0,1,150
"main","2",0,6,"18WN",FALSE,0,0,300
"main","2",1,9,"18WN",FALSE,0,0,240
"main","18",0,6,"18WN",FALSE,0,1,90
"main","6",7,6,"18WN",FALSE,0,2,300
"main","6",1,9,"18WN",FALSE,0,2,120
"main","18",0,8,"18WN",FALSE,0,1,30
"main","6",0,7,"18WN",FALSE,0,0,60
"main","18",2,10,"18WN",FALSE,0,0,120
"main","2",0,9,"18WN",FALSE,0,0,300
"main","18",1,8,"18WN",TRUE,0,0,180
"main","18",0,9,"18WN",FALSE,0,1,90
"main","2",0,7,"18WN",FALSE,0,0,300
"main","2",1,9,"18WN",FALSE,0,0,120
"main","2",1,10,"18WN",FALSE,0,0,240
"main","18",0,10,"18WN",TRUE,0,0,180
"main","18",2,8,"18WN",FALSE,0,2,240
"main","2",-2,8,"18WN",FALSE,0,1,30
"main","18",-2,10,"18WN",FALSE,0,2,120
"main","2",3,6,"18WN",FALSE,0,2,300
"main","18",5,6,"18WN",FALSE,0,1,270
"main","18",8,7,"18WN",FALSE,0,1,210
"main","18",1,8,"18WN",FALSE,0,2,60
"main","18",1,9,"18WN",FALSE,0,0,0
"main","18",3,9,"18WN",FALSE,0,0,240
"main","2",0,9,"18WN",FALSE,0,0,180
"main","6",-2,6,"18WN",FALSE,0,1,210
"main","6",0,8,"18WN",FALSE,0,0,120
"main","6",1,7,"18WN",FALSE,0,0,300
"main","18",1,8,"18WN",TRUE,0,2,0
